review_id,order_id,product_id,user_id,rating,review_text,review_date
8346,3818,1919,6497,4,Customer service was helpful.,2025-01-04T02:49:20.874
17225,7955,1553,8510,2,Value for money.,2025-09-22T06:58:20.372
37826,17351,1022,4468,5,Fast shipping and good packaging.,2025-09-10T20:56:13.157
37320,17127,557,9238,3,Customer service was helpful.,2025-03-07T04:29:52.557
31336,14389,1850,9942,4,Works perfectly!,2024-02-28T14:28:49.961
18475,8531,203,8712,3,"Not as expected, quality is poor.",2024-04-15T10:23:18.642
31009,14244,202,6225,4,"Excellent product, will buy again.",2024-04-05T18:14:03.145
8447,3864,1822,4324,3,Decent product for the price.,2025-07-22T23:02:07.980
10345,4759,1075,3165,5,Fast shipping and good packaging.,2024-11-03T11:00:23.426
29295,13467,1276,6859,2,Value for money.,2024-06-13T02:35:27.190
18598,8592,594,1571,4,Highly recommend this brand.,2024-09-25T08:50:24.557
33113,15213,1511,8709,3,Decent product for the price.,2024-04-01T21:03:37.250
37990,17425,1473,6985,4,Color was different from images.,2025-02-05T09:38:55.927
21670,10004,1684,763,5,Color was different from images.,2024-11-11T08:23:24.330
29533,13573,758,9007,5,Decent product for the price.,2025-07-10T06:42:20.165
41687,19125,1817,5096,5,Color was different from images.,2025-10-01T15:35:38.882
28308,13017,1868,3694,3,Decent product for the price.,2025-04-25T10:48:15.886
17169,7929,1315,2039,5,Customer service was helpful.,2025-07-10T18:58:08.811
7179,3257,161,6365,4,Customer service was helpful.,2025-07-30T03:24:44.441
42427,19484,1773,9903,3,Decent product for the price.,2024-03-23T00:35:03.059
26462,12194,1700,5062,2,Item arrived damaged.,2025-02-19T12:23:08.801
4910,2237,767,9510,4,Value for money.,2025-10-05T18:11:12.847
8786,4021,909,3178,2,"Excellent product, will buy again.",2025-05-16T23:50:33.167
1513,682,934,4291,5,"Excellent product, will buy again.",2025-05-30T17:30:04.848
28892,13290,1791,280,5,Fast shipping and good packaging.,2024-05-02T10:59:19.610
1745,794,986,2451,4,Value for money.,2024-05-07T19:53:57.152
41701,19133,1086,7312,4,Color was different from images.,2025-01-30T00:02:19.460
31766,14586,1844,487,4,Works perfectly!,2024-02-23T21:43:25.710
34848,15997,1992,4906,5,"Excellent product, will buy again.",2025-02-16T12:00:31.569
22242,10276,1612,6670,2,Fast shipping and good packaging.,2025-05-29T00:06:21.023
6849,3101,575,3565,2,"Excellent product, will buy again.",2024-04-14T07:48:05.689
20923,9674,453,6699,2,Works perfectly!,2024-03-13T21:17:34.602
2097,967,1431,1488,5,Value for money.,2024-02-29T06:49:14.944
26921,12380,1835,3289,3,Item arrived damaged.,2025-04-13T18:49:00.150
36887,16926,1083,8550,5,"Not as expected, quality is poor.",2024-05-02T06:28:40.313
27073,12450,1874,3749,4,"Not as expected, quality is poor.",2025-03-09T13:37:39.058
30070,13819,1839,1762,2,Item arrived damaged.,2024-12-27T01:35:29.715
17206,7947,1879,7305,5,Value for money.,2024-03-15T19:57:03.984
6192,2801,735,684,5,"Excellent product, will buy again.",2024-07-09T07:26:45.837
3808,1723,57,19,3,Highly recommend this brand.,2024-06-13T06:41:25.564
34002,15608,615,4817,4,Color was different from images.,2025-06-30T08:43:57.269
26736,12305,281,6274,2,Works perfectly!,2024-07-20T22:44:42.550
30517,14020,444,7269,5,"Not as expected, quality is poor.",2024-05-29T05:38:18.505
30129,13843,1349,8892,3,Fast shipping and good packaging.,2024-06-03T10:10:41.115
2814,1292,260,3672,3,Fast shipping and good packaging.,2024-04-23T22:43:40.365
1424,639,668,8489,4,Works perfectly!,2025-02-21T18:16:44.577
28221,12980,265,564,3,Value for money.,2025-03-11T23:31:57.408
25177,11621,681,5571,3,Customer service was helpful.,2024-05-29T21:02:37.141
5923,2686,547,9218,4,Item arrived damaged.,2024-09-07T09:44:18.888
9960,4568,1892,6627,3,Customer service was helpful.,2024-07-18T23:28:11.655
38052,17451,610,8835,5,Works perfectly!,2025-08-29T08:28:30.687
29572,13592,565,8725,4,Highly recommend this brand.,2024-10-06T07:05:19.324
28425,13073,560,2904,4,Color was different from images.,2025-01-25T14:53:14.966
42210,19380,1217,3670,3,"Excellent product, will buy again.",2024-07-02T00:01:15.966
32591,14961,986,4488,5,Fast shipping and good packaging.,2025-04-29T02:52:21.057
23978,11062,89,9761,4,Customer service was helpful.,2024-10-24T19:04:35.713
33317,15299,496,9183,3,Color was different from images.,2024-07-15T05:38:37.984
12856,5907,1066,7676,5,"Not as expected, quality is poor.",2024-07-03T19:48:47.165
15322,7059,590,8904,5,"Excellent product, will buy again.",2025-08-04T19:48:32.011
23869,11017,4,1871,5,Decent product for the price.,2025-10-22T11:24:20.047
42346,19442,609,3909,4,Item arrived damaged.,2025-07-24T19:34:49.023
41646,19108,891,3089,4,Customer service was helpful.,2025-06-15T21:11:51.301
18490,8538,1217,4531,3,Value for money.,2025-06-30T04:56:50.501
29072,13374,251,3006,3,Customer service was helpful.,2025-03-19T23:59:09.769
27700,12739,183,3583,5,Highly recommend this brand.,2024-10-29T06:49:50.449
11782,5423,509,5590,5,"Excellent product, will buy again.",2024-10-26T11:47:11.357
14581,6717,568,3854,4,Item arrived damaged.,2024-04-30T21:32:02.247
9568,4407,164,9165,3,Works perfectly!,2024-04-07T11:01:42.621
29022,13353,599,5902,3,Fast shipping and good packaging.,2024-03-17T09:39:37.639
42815,19677,1720,106,3,Decent product for the price.,2024-03-26T14:10:01.640
33026,15166,1254,9027,2,Color was different from images.,2025-10-21T19:55:36.293
1764,802,2,5827,4,Decent product for the price.,2025-04-05T20:10:48.233
35211,16172,1673,8447,4,Highly recommend this brand.,2025-02-23T03:03:37.320
31386,14411,1371,9866,3,Color was different from images.,2024-07-26T03:41:29.144
11246,5178,1012,7204,3,"Not as expected, quality is poor.",2024-11-08T23:13:04.710
38213,17523,885,1761,3,Value for money.,2024-02-26T00:14:46.401
9263,4253,165,9954,5,Customer service was helpful.,2024-10-16T22:52:28.849
27798,12786,1907,4483,4,Highly recommend this brand.,2025-02-28T08:00:47.666
13920,6404,25,2788,5,Color was different from images.,2024-10-30T06:58:54.493
40025,18356,467,9645,3,Highly recommend this brand.,2025-07-12T06:04:26.310
16275,7518,780,1071,3,Color was different from images.,2025-07-19T05:02:31.232
4748,2158,789,528,4,Value for money.,2024-02-22T13:21:15.586
15324,7060,172,78,4,"Not as expected, quality is poor.",2024-09-21T14:09:18.453
31049,14262,1965,7887,5,Fast shipping and good packaging.,2024-07-06T03:57:24.407
30573,14045,141,4172,1,Works perfectly!,2025-05-01T19:25:30.230
13094,6014,1488,9557,2,Item arrived damaged.,2024-01-25T16:25:07.073
24593,11350,1542,9554,3,Works perfectly!,2024-10-26T16:56:31.917
16898,7802,1082,1541,2,Color was different from images.,2025-09-15T16:24:32.590
26761,12317,274,8741,2,"Not as expected, quality is poor.",2025-03-19T01:47:36.556
22161,10239,384,1676,5,Item arrived damaged.,2024-12-09T03:25:17.894
4041,1843,391,9902,3,Fast shipping and good packaging.,2024-09-01T12:11:12.175
8245,3769,1882,4428,1,"Not as expected, quality is poor.",2025-02-23T00:49:48.696
10924,5025,459,8791,4,Works perfectly!,2024-03-09T12:58:11.359
42500,19522,1461,5717,2,Fast shipping and good packaging.,2025-05-14T04:49:41.351
24783,11433,527,9716,3,Decent product for the price.,2025-03-21T20:48:18.008
32085,14733,1524,7910,4,Fast shipping and good packaging.,2024-04-07T07:01:16.181
20197,9330,1958,7748,4,Item arrived damaged.,2024-05-06T20:19:23.097
24849,11463,26,8222,4,Decent product for the price.,2025-04-08T16:01:52.367
7216,3279,787,10,3,Customer service was helpful.,2024-05-28T17:31:48.230
34192,15696,1900,5445,3,Customer service was helpful.,2025-07-29T13:15:59.697
39566,18142,239,3112,2,Works perfectly!,2025-07-26T11:01:32.725
11470,5280,1501,7771,5,Fast shipping and good packaging.,2024-12-31T08:23:01.216
9070,4159,701,2442,4,"Not as expected, quality is poor.",2025-05-05T15:39:42.668
12544,5763,983,8880,5,Value for money.,2025-06-27T16:01:07.917
9587,4414,1376,4306,3,"Excellent product, will buy again.",2025-05-26T08:25:54.371
5620,2559,761,6853,5,"Excellent product, will buy again.",2024-10-03T04:43:13.961
37076,17016,373,171,5,Decent product for the price.,2024-05-17T21:05:10.016
14196,6534,762,3827,4,Works perfectly!,2025-07-30T16:10:09.094
37380,17159,1565,8562,5,Customer service was helpful.,2024-07-01T19:48:28.480
34593,15881,990,7953,3,"Excellent product, will buy again.",2024-09-30T13:29:43.344
12289,5646,1962,1438,5,Item arrived damaged.,2024-09-19T16:21:30.329
5203,2366,1425,1820,3,"Excellent product, will buy again.",2024-12-20T14:27:43.224
17093,7896,91,5226,4,"Excellent product, will buy again.",2024-04-19T09:50:36.014
9864,4526,508,8268,4,Value for money.,2024-10-26T03:43:13.920
33323,15302,1695,7704,3,Item arrived damaged.,2025-01-24T01:24:57.707
38788,17781,1364,9919,4,"Not as expected, quality is poor.",2025-06-08T20:14:54.714
38523,17658,444,1908,3,Highly recommend this brand.,2024-01-16T23:45:26.652
41984,19263,1498,4134,1,"Excellent product, will buy again.",2024-07-29T16:53:19.378
27550,12667,700,8710,4,Fast shipping and good packaging.,2024-12-13T13:10:42.955
38454,17626,1533,8801,2,Color was different from images.,2025-05-17T04:05:16.617
5207,2367,723,1833,4,Item arrived damaged.,2025-02-25T16:54:14.715
6247,2826,1149,8424,5,Value for money.,2025-07-17T13:03:58.306
5806,2633,1203,3768,3,Fast shipping and good packaging.,2025-10-25T22:35:39.989
37309,17123,481,9145,3,Highly recommend this brand.,2025-03-23T11:09:49.585
25790,11888,1568,7288,4,Fast shipping and good packaging.,2024-10-03T09:53:21.764
8925,4087,651,316,3,Fast shipping and good packaging.,2025-03-10T07:39:13.064
6388,2886,10,1633,3,"Not as expected, quality is poor.",2024-02-22T21:31:36.104
42617,19578,1010,7639,4,Fast shipping and good packaging.,2024-08-02T20:15:56.606
28352,13039,1936,6516,5,Item arrived damaged.,2025-11-04T02:02:02.498
3565,1613,2000,3174,3,Value for money.,2025-06-30T05:55:59.031
27031,12431,1570,4325,4,Item arrived damaged.,2024-01-19T16:55:27.198
13211,6075,735,3370,4,"Not as expected, quality is poor.",2025-04-17T00:14:59.843
10765,4955,1594,8571,3,Item arrived damaged.,2025-07-16T03:42:48.032
41740,19150,687,5748,3,Highly recommend this brand.,2024-02-04T17:05:43.244
13454,6191,52,2239,3,"Not as expected, quality is poor.",2025-07-15T02:32:58.896
30409,13968,1639,4626,1,Decent product for the price.,2025-07-06T08:05:24.909
16278,7518,1382,1071,5,Customer service was helpful.,2025-10-09T02:21:03.745
30644,14075,1178,932,3,Highly recommend this brand.,2025-01-18T18:25:17.104
38703,17732,1613,462,4,Color was different from images.,2025-02-24T19:08:01.713
15979,7376,1321,7306,4,Value for money.,2024-07-29T14:23:40.628
18116,8376,78,7393,3,"Not as expected, quality is poor.",2024-11-03T23:22:04.359
24441,11276,434,3904,3,Highly recommend this brand.,2025-05-04T05:56:54.482
24854,11465,1336,2167,4,Highly recommend this brand.,2024-01-17T20:18:27.009
42585,19564,1945,8694,4,Customer service was helpful.,2024-10-07T18:19:02.758
18188,8405,1392,158,5,Item arrived damaged.,2025-03-30T00:41:26.670
3602,1631,435,9616,3,Value for money.,2025-05-25T01:55:14.926
20552,9502,1182,6159,5,Customer service was helpful.,2024-12-24T14:28:59.850
22953,10592,593,6087,2,Value for money.,2024-11-21T06:23:22.481
10161,4669,99,4344,4,"Not as expected, quality is poor.",2025-07-03T08:17:19.364
29187,13427,1141,6685,3,"Excellent product, will buy again.",2025-05-23T16:21:35.593
12048,5543,1674,3511,3,"Not as expected, quality is poor.",2024-10-04T12:14:04.603
4359,1995,693,8136,4,Highly recommend this brand.,2024-07-18T23:17:16.500
16129,7458,767,3078,3,Value for money.,2025-06-01T10:48:02.569
15748,7270,481,9410,4,Highly recommend this brand.,2024-01-26T11:25:45.813
33442,15358,1165,4707,2,Item arrived damaged.,2025-01-28T13:32:17.261
10558,4860,985,4840,2,Decent product for the price.,2025-06-08T10:50:15.706
13933,6411,1859,7986,3,Value for money.,2024-03-25T01:20:26.418
20804,9617,396,6480,3,"Not as expected, quality is poor.",2024-12-20T10:29:41.643
39428,18077,497,1608,2,Works perfectly!,2024-06-02T09:04:17.105
30713,14103,74,3731,5,"Not as expected, quality is poor.",2024-12-11T15:30:05.059
32175,14775,291,4953,4,Highly recommend this brand.,2025-05-03T04:58:23.318
40716,18667,855,8512,2,Works perfectly!,2025-01-10T00:33:00.300
32165,14770,310,1322,5,"Excellent product, will buy again.",2024-04-05T16:15:29.780
3954,1795,319,5191,5,Highly recommend this brand.,2025-02-23T10:31:20.120
12524,5753,506,3650,4,Customer service was helpful.,2025-06-12T12:46:31.220
8778,4018,1578,7086,5,Color was different from images.,2024-11-17T14:36:26.805
39251,17997,806,881,3,Fast shipping and good packaging.,2024-11-08T11:38:33.626
19275,8911,1578,561,4,"Not as expected, quality is poor.",2025-09-18T04:05:41.356
2018,929,32,9389,2,Fast shipping and good packaging.,2025-01-17T23:16:47.131
34036,15625,323,4404,4,Value for money.,2024-05-07T09:04:59.554
39744,18228,1188,8058,2,Item arrived damaged.,2024-03-30T23:41:02.810
19530,9032,189,379,5,"Excellent product, will buy again.",2024-12-04T10:28:57.057
23128,10672,1593,5067,3,Item arrived damaged.,2024-10-15T12:02:28.114
12566,5773,1550,631,5,Customer service was helpful.,2025-04-12T03:21:35.413
10876,5005,401,9771,2,Color was different from images.,2025-08-08T16:07:53.332
2505,1152,1789,6817,4,"Not as expected, quality is poor.",2025-10-05T08:49:51.882
32380,14870,1076,8702,5,Customer service was helpful.,2025-08-05T02:40:51.687
30135,13845,1850,2691,2,Color was different from images.,2025-10-29T11:25:48.951
21360,9873,1705,7610,5,Works perfectly!,2025-04-01T13:12:20.651
11739,5404,382,2028,4,"Not as expected, quality is poor.",2024-11-10T00:28:05.760
22851,10551,380,1458,2,Customer service was helpful.,2024-04-21T04:04:20.526
11471,5281,201,4215,3,Color was different from images.,2025-06-27T10:10:31.452
25689,11848,1893,47,5,Color was different from images.,2024-01-18T11:39:41.677
12978,5960,791,7673,5,Value for money.,2024-12-30T00:57:11.733
18418,8506,96,6885,3,Highly recommend this brand.,2024-05-28T01:56:00.054
13437,6184,1226,1043,4,"Not as expected, quality is poor.",2024-04-11T14:13:37.347
27192,12502,1266,7561,3,Item arrived damaged.,2025-01-15T03:20:22.122
15515,7157,378,1279,4,Works perfectly!,2024-05-09T11:05:23.514
35344,16230,1456,8504,3,Highly recommend this brand.,2025-01-22T07:40:24.965
18113,8374,1350,7166,3,"Excellent product, will buy again.",2024-07-25T16:13:45.994
4908,2237,767,9510,3,Color was different from images.,2024-01-15T03:44:32.483
17670,8169,1352,1130,5,Works perfectly!,2024-02-04T20:35:36.114
249,106,1284,8953,4,Decent product for the price.,2024-01-14T08:34:51.605
15538,7170,669,7470,3,Color was different from images.,2024-01-07T23:38:03.727
3781,1709,986,4633,2,Decent product for the price.,2025-06-16T09:58:12.908
35146,16144,1549,9563,4,Color was different from images.,2024-02-18T22:32:47.235
5946,2696,1333,5662,1,Value for money.,2024-11-18T04:06:25.663
23867,11016,1633,1880,3,Fast shipping and good packaging.,2025-02-16T21:16:31.834
4943,2256,1578,3145,5,Highly recommend this brand.,2024-01-05T12:48:11.770
26088,12014,1790,3090,4,Decent product for the price.,2024-02-22T00:18:15.018
20606,9527,1203,1768,4,Works perfectly!,2025-04-24T23:49:36.821
40734,18673,1226,6030,4,Highly recommend this brand.,2025-08-07T08:01:33.840
16681,7703,1408,6557,4,Highly recommend this brand.,2025-06-07T07:56:49.082
21794,10065,685,9954,4,"Not as expected, quality is poor.",2024-11-12T00:44:11.116
29463,13543,160,6,3,Highly recommend this brand.,2025-09-20T23:57:38.130
18877,8720,955,6622,4,"Not as expected, quality is poor.",2024-08-20T10:33:34.405
43105,19820,48,8874,3,Value for money.,2024-02-03T18:15:18.609
20375,9414,729,456,3,"Not as expected, quality is poor.",2025-10-04T19:12:31.436
26094,12017,1005,9411,3,Customer service was helpful.,2024-12-04T17:59:38.958
23297,10747,1547,9319,3,Customer service was helpful.,2025-02-21T13:42:06.654
13523,6224,1411,3385,4,Customer service was helpful.,2024-11-08T09:57:18.265
17691,8176,921,9372,3,Fast shipping and good packaging.,2024-04-27T22:06:35.634
14056,6471,876,4439,4,Customer service was helpful.,2024-04-06T04:17:13.786
9090,4167,840,3231,4,"Not as expected, quality is poor.",2025-02-17T13:20:09.064
23177,10693,1547,7656,4,Highly recommend this brand.,2025-09-12T21:59:00.693
11731,5400,1114,4475,2,Color was different from images.,2024-04-22T21:59:20.588
9567,4406,1068,6871,4,Highly recommend this brand.,2024-06-08T23:48:14.305
26145,12044,394,2533,5,"Excellent product, will buy again.",2024-04-28T15:01:54.444
9402,4318,3,4306,4,Highly recommend this brand.,2025-05-12T15:09:06.046
39057,17901,1246,6795,4,"Excellent product, will buy again.",2025-05-02T17:22:44.790
5676,2579,1370,5808,4,"Excellent product, will buy again.",2024-06-09T21:13:38.445
14110,6496,717,2767,4,Value for money.,2024-07-03T17:03:20.550
40454,18543,732,3910,4,Value for money.,2025-01-08T07:27:30.985
19351,8950,356,1565,2,Highly recommend this brand.,2025-05-09T16:46:32.527
13335,6134,1381,3165,4,Customer service was helpful.,2024-10-29T23:06:41.442
33932,15579,1591,25,4,Color was different from images.,2024-09-05T02:49:17.927
8293,3795,1159,9630,2,Value for money.,2024-11-26T21:36:45.793
22183,10252,1477,7653,1,Item arrived damaged.,2024-02-13T22:05:32.770
9901,4541,1559,2044,4,Item arrived damaged.,2025-10-21T13:30:11.605
21755,10047,101,7904,1,Works perfectly!,2024-04-06T01:25:19.214
10657,4901,69,5072,4,Value for money.,2024-01-02T10:42:20.692
42116,19332,1995,7152,4,Highly recommend this brand.,2024-11-12T10:00:43.194
30550,14035,1433,7831,5,Decent product for the price.,2025-07-16T05:37:45.326
24228,11182,1134,1611,2,Item arrived damaged.,2024-10-26T20:33:11.303
16867,7789,1415,8940,3,Fast shipping and good packaging.,2025-01-10T02:44:59.821
26794,12330,902,2518,5,"Excellent product, will buy again.",2025-10-05T21:48:15.695
38646,17708,1415,6171,2,"Excellent product, will buy again.",2024-11-10T19:33:40.483
23816,10991,595,4839,3,Fast shipping and good packaging.,2025-04-02T01:30:13.496
31029,14252,540,2703,5,Customer service was helpful.,2025-02-22T23:13:57.542
16163,7472,679,6176,4,Decent product for the price.,2024-05-28T09:29:34.788
28512,13118,1548,411,5,Highly recommend this brand.,2024-05-04T11:07:41.189
21850,10091,1076,784,2,Decent product for the price.,2025-06-27T19:12:53.319
4074,1858,1293,2360,4,"Excellent product, will buy again.",2025-07-31T20:21:20.744
6837,3097,1205,2117,3,Color was different from images.,2024-01-27T12:59:24.767
14708,6778,1313,3932,4,Item arrived damaged.,2024-10-06T05:17:30.995
12000,5522,118,1404,2,Color was different from images.,2025-01-08T13:18:36.419
23801,10983,1958,1329,5,Works perfectly!,2025-08-24T01:54:30.595
9975,4575,1149,3893,2,Customer service was helpful.,2024-12-16T12:36:54.257
33844,15543,586,6685,2,Item arrived damaged.,2024-02-02T20:20:39.128
3995,1817,801,3394,3,Customer service was helpful.,2024-06-24T01:01:07.791
33280,15282,255,8037,5,"Not as expected, quality is poor.",2024-02-24T16:15:55.227
22369,10331,1569,6931,5,Decent product for the price.,2025-08-06T06:49:17.349
7679,3502,954,2301,4,Color was different from images.,2024-11-26T01:04:50.576
32741,15028,926,7425,4,Decent product for the price.,2025-08-16T07:31:58.895
12324,5662,1440,5060,3,Item arrived damaged.,2024-06-30T09:33:17.496
36790,16878,227,5596,3,Customer service was helpful.,2024-12-31T09:13:01.884
23680,10922,1485,9046,5,Decent product for the price.,2024-12-11T03:07:29.422
2895,1326,1554,9624,5,Highly recommend this brand.,2024-04-17T11:52:38.566
43244,19885,1831,9875,3,Item arrived damaged.,2024-11-28T10:26:05.187
43195,19861,1918,8032,3,Customer service was helpful.,2024-06-22T12:29:43.132
19780,9145,188,1994,4,Fast shipping and good packaging.,2024-04-11T18:53:52.733
12145,5582,583,4277,2,Value for money.,2025-06-17T16:37:51.473
18438,8513,1738,2553,3,"Excellent product, will buy again.",2025-07-18T14:21:18.504
14568,6712,721,4719,4,Fast shipping and good packaging.,2024-01-21T04:25:49.147
40116,18393,1052,2041,3,Customer service was helpful.,2024-09-20T18:05:49.671
13388,6162,976,1146,3,Value for money.,2024-07-12T00:14:15.229
34749,15952,1307,4385,5,Value for money.,2025-01-23T08:35:34.858
7404,3369,485,7369,4,Color was different from images.,2025-01-24T13:11:03.651
10305,4742,283,1080,5,Decent product for the price.,2024-08-02T11:06:56.376
8279,3787,1777,5584,3,Color was different from images.,2025-09-18T03:04:03.227
16017,7399,644,1325,1,Decent product for the price.,2024-08-05T09:41:19.920
43040,19792,1172,833,5,Highly recommend this brand.,2024-08-27T12:03:15.851
20045,9262,1056,3880,1,"Excellent product, will buy again.",2024-12-16T08:34:46.051
10033,4604,1092,9408,4,Fast shipping and good packaging.,2024-02-07T09:37:30.871
19010,8772,1145,3480,5,Highly recommend this brand.,2025-08-28T14:42:20.405
8285,3792,1651,6107,4,Works perfectly!,2025-03-14T21:14:23.952
11872,5457,1994,8356,3,Works perfectly!,2024-03-28T07:16:52.816
13340,6136,1947,998,5,Highly recommend this brand.,2025-03-05T00:30:46.125
23527,10854,1565,6422,1,Decent product for the price.,2024-09-13T09:03:43.467
1887,866,682,1670,5,Works perfectly!,2025-10-27T17:10:26.614
24665,11379,1032,4393,4,Item arrived damaged.,2025-10-13T22:22:15.441
25769,11879,1509,4008,1,Works perfectly!,2024-04-06T17:50:21.918
34793,15970,941,6407,4,Highly recommend this brand.,2024-05-09T10:23:20.020
34447,15813,120,2687,5,Color was different from images.,2024-06-29T02:12:06.177
