order_item_id,order_id,product_id,user_id,quantity,item_price,item_total
74,29,47,6599,1,94.71,94.71
75,30,395,2144,1,56.04,56.04
76,30,1002,2144,1,209.1,209.1
77,31,853,7162,2,121.17,242.34
78,31,303,7162,3,1535.55,4606.65
79,31,339,7162,1,93.07,93.07
80,32,704,7933,1,194.49,194.49
81,33,1756,286,2,967.83,1935.66
82,33,1488,286,2,46.59,93.18
83,34,786,1759,1,13.24,13.24
84,34,1913,1759,2,7.76,15.52
85,34,540,1759,1,337.8,337.8
86,35,1080,7158,1,18.31,18.31
87,35,691,7158,1,3.96,3.96
88,35,1843,7158,1,33.17,33.17
89,36,926,9692,1,19.4,19.4
90,36,903,9692,1,85.46,85.46
91,36,304,9692,1,120.82,120.82
92,36,1548,9692,2,243.71,487.42
93,36,1134,9692,1,145.87,145.87
94,37,347,2635,1,19.77,19.77
95,38,1071,4419,1,704.13,704.13
96,38,1868,4419,2,299.8,599.6
97,38,1916,4419,1,286.99,286.99
98,38,331,4419,1,112.6,112.6
99,38,873,4419,1,94.58,94.58
100,39,208,5127,1,826.18,826.18
101,39,1732,5127,1,417.15,417.15
102,39,27,5127,1,61.59,61.59
103,39,1906,5127,2,17.73,35.46
104,39,1882,5127,1,1463.26,1463.26
105,40,1209,2158,1,8.24,8.24
106,40,407,2158,3,18.79,56.37
107,40,1791,2158,2,9,18
108,41,892,891,1,67.1,67.1
109,42,1850,7175,2,129.49,258.98
110,42,884,7175,1,15.29,15.29
111,43,1853,5178,1,351.45,351.45
112,44,1348,8621,1,54.01,54.01
113,44,594,8621,1,104.27,104.27
114,45,787,3734,2,62.47,124.94
115,46,1784,7376,2,219.72,439.44
116,46,1899,7376,1,49.77,49.77
117,47,1821,4124,1,852.12,852.12
118,48,1173,5265,1,815.47,815.47
119,48,991,5265,1,19.08,19.08
120,49,1203,67,1,97.36,97.36
121,49,314,67,1,79.29,79.29
122,49,1157,67,2,20.26,40.52
123,50,412,8607,1,225.99,225.99
124,51,560,1487,2,16.86,33.72
125,51,587,1487,1,15.87,15.87
126,52,1556,6522,1,86.48,86.48
127,52,1139,6522,1,264.04,264.04
128,52,1486,6522,2,151.5,303
129,52,648,6522,2,6.52,13.04
130,52,253,6522,1,46.4,46.4
131,52,164,6522,2,60.85,121.7
132,53,79,1555,3,71.29,213.87
133,53,1503,1555,3,126.6,379.8
134,54,476,3166,1,133.02,133.02
135,55,41,5524,2,94.35,188.7
136,56,1348,3377,3,54.01,162.03
137,56,851,3377,1,67.08,67.08
138,57,607,3939,2,9.32,18.64
139,58,713,2279,1,31.39,31.39
140,59,751,4843,1,2.72,2.72
141,59,310,4843,1,67.11,67.11
142,59,260,4843,1,24.11,24.11
143,60,456,4239,1,24.35,24.35
144,61,732,3431,1,52.87,52.87
145,61,695,3431,1,35.1,35.1
146,61,1706,3431,1,970.1,970.1
147,62,251,9887,2,64.82,129.64
148,62,908,9887,3,462.76,1388.28
149,62,1119,9887,1,74.08,74.08
150,63,1947,1271,3,78.16,234.48
151,63,1855,1271,1,503.43,503.43
152,63,1976,1271,1,133.71,133.71
153,63,1823,1271,1,215.56,215.56
154,64,1069,6235,1,250.79,250.79
155,64,87,6235,3,339.43,1018.29
156,65,115,9764,2,28.99,57.98
157,65,382,9764,2,466.25,932.5
158,65,1981,9764,2,9.92,19.84
159,65,1565,9764,1,50.01,50.01
160,65,1639,9764,1,253.6,253.6
161,66,1606,3806,1,1097.96,1097.96
162,66,100,3806,3,53.39,160.17
163,66,650,3806,1,235.46,235.46
164,67,1996,1740,1,69.46,69.46
165,67,748,1740,1,128.37,128.37
166,68,967,5875,1,106.52,106.52
167,68,380,5875,2,148.33,296.66
168,69,1512,7490,1,51.45,51.45
169,69,1219,7490,2,28.04,56.08
170,69,1499,7490,1,598.63,598.63
171,69,519,7490,1,769.71,769.71
172,69,2000,7490,2,64.11,128.22
173,69,225,7490,2,527.87,1055.74
174,70,887,4383,2,670.63,1341.26
175,70,1577,4383,1,11.62,11.62
176,70,936,4383,3,236.97,710.91
177,70,1888,4383,1,16.14,16.14
178,70,926,4383,2,19.4,38.8
179,71,431,8449,3,27.08,81.24
180,71,1694,8449,2,34.17,68.34
181,71,1253,8449,1,42.45,42.45
182,71,1509,8449,1,30.09,30.09
183,72,1601,7276,3,93.07,279.21
184,72,1060,7276,1,307.27,307.27
185,73,1535,383,1,48.09,48.09
186,74,1309,1053,1,52.93,52.93
187,75,684,3631,1,26.34,26.34
188,75,474,3631,1,283.17,283.17
189,75,760,3631,3,20.41,61.23
190,75,784,3631,1,49.7,49.7
191,76,455,6851,3,65.06,195.18
192,76,1722,6851,1,80.1,80.1
193,76,36,6851,1,81.88,81.88
194,77,1500,5127,2,746.51,1493.02
195,77,1467,5127,1,342.98,342.98
196,78,262,5863,1,186.4,186.4
197,79,1966,8184,1,77.21,77.21
198,79,238,8184,3,168.05,504.15
199,79,854,8184,1,685.59,685.59
200,80,1870,7964,1,383.26,383.26
201,81,206,280,2,202.11,404.22
202,81,1140,280,3,124.59,373.77
203,82,1195,2630,1,16.88,16.88
204,82,1830,2630,1,1127.47,1127.47
205,82,1379,2630,1,61.86,61.86
206,83,263,4873,2,12.76,25.52
207,84,639,4193,1,64.23,64.23
208,84,1735,4193,1,13.04,13.04
209,85,954,9453,1,661.52,661.52
210,86,1871,4906,2,118.36,236.72
211,86,290,4906,1,44.33,44.33
212,87,864,2432,1,168.44,168.44
213,88,1667,1613,2,38.11,76.22
214,88,396,1613,1,6.95,6.95
215,89,1968,4756,2,375.68,751.36
216,90,534,3655,2,19.24,38.48
217,90,960,3655,2,9.31,18.62
218,91,335,6570,1,93.49,93.49
219,91,1261,6570,1,1411.81,1411.81
220,91,206,6570,1,202.11,202.11
221,92,425,1781,2,126.93,253.86
222,93,1318,2932,1,66.97,66.97
223,93,1443,2932,1,28.43,28.43
224,94,635,8738,1,14.99,14.99
225,95,732,2227,1,52.87,52.87
226,96,231,2173,1,178.96,178.96
227,97,1546,2710,1,100.3,100.3
228,98,1014,1491,1,10.78,10.78
229,98,330,1491,1,37.03,37.03
230,98,354,1491,1,1387.39,1387.39
231,99,1692,6836,2,108.67,217.34
232,99,1778,6836,2,10.29,20.58
233,99,620,6836,2,9.49,18.98
234,100,467,7744,1,712.19,712.19
235,100,54,7744,2,435.87,871.74
236,101,1524,9367,1,29.67,29.67
237,101,520,9367,1,161.29,161.29
238,101,905,9367,1,32.73,32.73
239,101,224,9367,1,88.96,88.96
240,102,1314,795,3,81.49,244.47
241,102,1359,795,3,100.06,300.18
242,103,75,8095,1,143.79,143.79
243,103,786,8095,1,13.24,13.24
244,103,775,8095,1,69.1,69.1
245,104,373,7392,1,390.56,390.56
246,104,91,7392,1,69.07,69.07
247,105,1748,8882,1,56.34,56.34
248,105,1290,8882,1,108.57,108.57
249,106,1284,8953,1,153.71,153.71
250,107,1816,5095,1,91.42,91.42
251,108,55,3853,1,949.73,949.73
252,108,877,3853,1,24.09,24.09
253,109,1111,1398,1,103.67,103.67
254,110,1720,5833,2,6.69,13.38
255,110,814,5833,1,680.15,680.15
256,110,1142,5833,1,114.57,114.57
257,111,345,6403,1,62.17,62.17
258,111,1436,6403,1,63.88,63.88
259,112,1150,2203,1,98.79,98.79
260,112,1611,2203,1,1028.88,1028.88
261,112,1280,2203,1,98.92,98.92
262,113,662,1974,1,71.4,71.4
263,114,377,2688,1,95.77,95.77
264,114,1080,2688,1,18.31,18.31
265,115,639,7745,2,64.23,128.46
266,115,545,7745,1,55.49,55.49
267,116,510,180,1,105.34,105.34
268,116,1551,180,2,11.78,23.56
269,116,1247,180,2,67.54,135.08
270,117,1564,1913,1,10.42,10.42
271,117,1039,1913,2,5.98,11.96
272,118,352,7481,1,112.71,112.71
273,118,60,7481,1,81.57,81.57
274,118,1769,7481,2,18.76,37.52
275,119,1650,9061,1,71.07,71.07
276,120,1449,716,1,354.29,354.29
277,121,1090,1240,1,74.93,74.93
278,122,1430,5566,1,41.44,41.44
279,122,1038,5566,1,22.47,22.47
280,122,451,5566,1,228.61,228.61
281,123,1633,5052,1,132.13,132.13
282,124,1355,6150,2,62.74,125.48
283,124,1051,6150,3,472.13,1416.39
284,125,357,5706,1,1423.47,1423.47
285,126,1838,2931,2,331.98,663.96
286,126,59,2931,1,176.48,176.48
287,127,1626,7738,3,30.12,90.36
288,127,454,7738,1,231.49,231.49
289,128,429,975,1,39,39
290,129,417,3622,2,218.42,436.84
291,129,826,3622,3,26.79,80.37
292,129,952,3622,1,70.34,70.34
293,130,373,4647,1,390.56,390.56
294,131,542,130,1,36.54,36.54
295,132,1032,2510,1,183.58,183.58
296,133,1254,7445,1,71.59,71.59
297,134,1586,4675,1,9.81,9.81
298,134,1869,4675,3,8.47,25.41
299,135,1418,2302,1,3.45,3.45
300,135,1986,2302,2,65.24,130.48
301,135,865,2302,1,158.06,158.06
302,135,113,2302,3,22.55,67.65
303,136,482,1440,1,62.62,62.62
304,136,3,1440,1,265.37,265.37
305,137,1716,1427,2,96.19,192.38
306,138,537,6921,2,64.45,128.9
307,138,929,6921,1,69.43,69.43
308,138,304,6921,1,120.82,120.82
309,138,1020,6921,2,917.59,1835.18
310,139,492,2993,1,36.16,36.16
311,139,711,2993,2,536.33,1072.66
312,139,1352,2993,2,68.39,136.78
313,140,924,8257,1,122.6,122.6
314,141,1230,9725,1,12.46,12.46
315,141,1855,9725,1,503.43,503.43
316,142,481,6344,1,299.45,299.45
317,142,1758,6344,1,8.07,8.07
318,142,1628,6344,1,473.62,473.62
319,143,225,22,1,527.87,527.87
320,143,609,22,1,42.5,42.5
321,143,1030,22,2,263.8,527.6
322,144,1683,6302,1,71.52,71.52
323,145,428,9282,2,135.76,271.52
324,146,950,4487,1,654.76,654.76
325,147,189,2779,2,4.19,8.38
326,147,461,2779,1,1700.35,1700.35
327,147,948,2779,2,21.02,42.04
328,147,1111,2779,1,103.67,103.67
329,148,679,5318,1,496.78,496.78
330,148,1145,5318,1,178.31,178.31
331,149,188,6981,1,12.4,12.4
332,149,1839,6981,2,180.71,361.42
333,150,744,668,3,88.68,266.04
334,151,1080,6960,1,18.31,18.31
335,151,1491,6960,2,153.2,306.4
336,152,1827,6228,2,125.56,251.12
337,152,628,6228,1,612.23,612.23
338,152,32,6228,1,265.99,265.99
339,153,615,7261,2,93.1,186.2
340,154,906,7064,1,26.49,26.49
341,155,1015,476,2,28.49,56.98
342,155,1424,476,1,85.29,85.29
343,156,450,4571,1,15.69,15.69
344,156,568,4571,1,16.79,16.79
345,157,961,7924,1,698.45,698.45
346,158,924,4476,1,122.6,122.6
347,158,728,4476,1,34,34
348,158,473,4476,1,22.53,22.53
349,158,1581,4476,1,225.32,225.32
350,159,392,4306,1,387.23,387.23
351,160,510,6265,1,105.34,105.34
352,161,1920,1885,2,175.83,351.66
353,162,961,3794,3,698.45,2095.35
354,162,1900,3794,1,1351.78,1351.78
355,162,10,3794,1,235.11,235.11
356,162,820,3794,1,974.16,974.16
357,162,87,3794,1,339.43,339.43
358,163,963,4111,1,40.92,40.92
359,163,127,4111,1,255.94,255.94
360,163,335,4111,1,93.49,93.49
361,163,980,4111,1,53.19,53.19
362,164,1492,6977,2,119.02,238.04
363,164,1482,6977,3,37.9,113.7
364,164,1193,6977,1,26.76,26.76
365,164,42,6977,1,36.95,36.95
366,165,1813,4253,3,54.41,163.23
367,165,1407,4253,1,218.95,218.95
368,165,111,4253,1,55.21,55.21
369,165,1499,4253,1,598.63,598.63
370,165,1192,4253,1,73.31,73.31
371,166,876,3599,2,20.23,40.46
372,166,707,3599,1,26,26
373,166,1457,3599,2,58.83,117.66
374,167,1725,8017,1,96.97,96.97
375,168,1928,5863,1,31.95,31.95
376,168,522,5863,1,17.96,17.96
377,169,1084,1205,1,111.61,111.61
378,169,40,1205,1,350.41,350.41
379,170,743,3435,3,270.47,811.41
380,171,756,1678,1,31.72,31.72
381,172,194,9680,1,59.65,59.65
382,172,598,9680,1,4.68,4.68
383,172,822,9680,1,36.08,36.08
384,172,1323,9680,1,50.42,50.42
385,173,1801,3834,1,365.24,365.24
386,173,743,3834,2,270.47,540.94
387,174,1922,7238,2,201.36,402.72
388,174,1764,7238,1,30.77,30.77
389,174,1551,7238,1,11.78,11.78
390,174,1499,7238,1,598.63,598.63
391,175,689,2754,1,18.5,18.5
392,175,1581,2754,3,225.32,675.96
393,176,1447,9063,2,26.07,52.14
394,176,123,9063,2,244.44,488.88
395,176,1563,9063,1,15.87,15.87
396,176,797,9063,1,9.98,9.98
397,177,540,2797,2,337.8,675.6
398,178,337,6485,1,23.28,23.28
399,178,1525,6485,1,134.22,134.22
400,178,572,6485,1,58.41,58.41
401,179,1268,987,1,50.17,50.17
402,179,1199,987,2,5.53,11.06
403,179,1513,987,1,720.05,720.05
404,180,1542,8002,1,355.14,355.14
405,180,1842,8002,2,29.1,58.2
406,180,787,8002,2,62.47,124.94
407,180,348,8002,3,47.14,141.42
408,180,1378,8002,1,122.6,122.6
409,181,994,6833,1,27.46,27.46
410,181,1983,6833,1,11.12,11.12
411,182,562,9225,2,23.79,47.58
412,182,14,9225,2,99.56,199.12
413,183,1896,6690,1,278.74,278.74
414,183,1867,6690,1,93.84,93.84
415,184,808,1541,1,125.02,125.02
416,185,388,4717,1,252.09,252.09
417,185,1023,4717,1,93.43,93.43
418,185,135,4717,1,49.41,49.41
419,186,624,4708,1,29.41,29.41
420,187,85,5772,1,462.62,462.62
421,187,390,5772,3,24.1,72.3
422,188,1832,5931,1,52.77,52.77
423,189,540,1604,3,337.8,1013.4
424,189,1610,1604,1,77.46,77.46
425,189,191,1604,1,47.14,47.14
426,189,1075,1604,1,37.33,37.33
427,189,1293,1604,1,9.53,9.53
428,190,1733,7885,2,166.64,333.28
429,191,1793,3178,1,896.38,896.38
430,191,829,3178,1,111.06,111.06
431,191,540,3178,1,337.8,337.8
432,192,233,9179,1,173.94,173.94
433,193,745,6708,1,1248.13,1248.13
434,194,1954,6411,1,26.54,26.54
435,195,1058,1418,1,98.25,98.25
436,195,1873,1418,1,413.11,413.11
437,195,649,1418,2,27.91,55.82
438,196,1642,8992,1,5.55,5.55
439,196,485,8992,3,9.97,29.91
440,197,1954,2348,1,26.54,26.54
441,198,1354,5404,2,96.63,193.26
442,198,130,5404,1,152.63,152.63
443,198,495,5404,3,21.2,63.6
444,199,1853,4163,1,351.45,351.45
445,199,1452,4163,1,505.82,505.82
446,199,1157,4163,2,20.26,40.52
447,200,1186,7622,1,26.74,26.74
448,201,1837,3830,1,72.87,72.87
449,202,1018,3415,1,80.56,80.56
450,203,1441,7282,1,54.22,54.22
451,203,1454,7282,1,178.76,178.76
452,204,1113,4810,2,1663.12,3326.24
453,204,314,4810,1,79.29,79.29
454,204,1195,4810,1,16.88,16.88
455,204,864,4810,1,168.44,168.44
456,205,42,6253,1,36.95,36.95
457,205,378,6253,1,9.11,9.11
458,205,62,6253,1,52.54,52.54
459,206,227,8405,1,238.61,238.61
460,206,1248,8405,2,1233.14,2466.28
461,206,1641,8405,2,705.88,1411.76
462,207,222,6406,3,21.85,65.55
463,207,1927,6406,1,32.11,32.11
464,207,466,6406,1,76.15,76.15
465,208,862,8591,1,119.52,119.52
466,209,942,1530,2,157,314
467,209,359,1530,1,31.35,31.35
468,210,1026,9826,1,168.25,168.25
469,210,1812,9826,1,713.74,713.74
470,211,1738,6935,1,52.26,52.26
471,211,195,6935,1,72.69,72.69
472,212,1332,1613,1,27.08,27.08
473,212,1232,1613,1,35.41,35.41
474,212,1028,1613,1,150.45,150.45
475,212,1898,1613,1,131.29,131.29
476,212,1787,1613,1,160.19,160.19
477,213,1847,8807,1,1025.31,1025.31
478,213,249,8807,2,64.76,129.52
479,213,411,8807,1,50.96,50.96
480,214,313,6699,1,70.39,70.39
481,214,106,6699,1,86.59,86.59
482,215,316,8741,1,72.21,72.21
483,215,1406,8741,2,10.45,20.9
484,215,605,8741,1,83.17,83.17
485,215,27,8741,2,61.59,123.18
486,215,437,8741,1,130.95,130.95
487,216,610,8467,1,101.29,101.29
488,216,904,8467,2,47.08,94.16
489,217,1448,8,1,1226.78,1226.78
490,217,1730,8,1,232.25,232.25
491,218,1989,516,1,61.57,61.57
492,218,1648,516,1,124.31,124.31
493,218,483,516,2,2.83,5.66
494,219,1393,5698,1,314.95,314.95
495,219,754,5698,1,1511.11,1511.11
496,220,1616,8072,1,167.4,167.4
497,220,303,8072,3,1535.55,4606.65
498,220,1097,8072,2,223.08,446.16
499,221,1483,3022,1,77.99,77.99
500,221,1745,3022,1,157.71,157.71
501,221,1081,3022,1,985.35,985.35
502,222,194,8552,2,59.65,119.3
503,223,1486,8192,1,151.5,151.5
504,224,746,6811,1,71.01,71.01
505,224,440,6811,2,10.76,21.52
506,224,1734,6811,1,68.37,68.37
507,225,140,7753,1,20.93,20.93
508,226,1973,7095,1,416.78,416.78
509,226,1736,7095,2,5.66,11.32
510,227,832,2657,1,8.06,8.06
511,227,829,2657,1,111.06,111.06
512,228,870,4618,1,132.71,132.71
513,229,1011,6051,2,48.22,96.44
514,230,1192,3349,1,73.31,73.31
515,231,743,6547,1,270.47,270.47
516,231,1564,6547,1,10.42,10.42
517,231,645,6547,1,63.98,63.98
518,231,1760,6547,1,24.92,24.92
519,232,1786,3029,1,48.62,48.62
520,232,662,3029,1,71.4,71.4
521,233,474,9613,1,283.17,283.17
522,233,1817,9613,1,87.54,87.54
523,234,1599,8714,1,63.33,63.33
524,234,797,8714,1,9.98,9.98
525,234,456,8714,2,24.35,48.7
526,235,975,8662,2,19.41,38.82
527,236,430,687,1,5.35,5.35
528,237,1326,1094,1,61.39,61.39
529,237,1990,1094,2,431.12,862.24
530,238,1187,9131,1,17.65,17.65
531,239,330,7463,2,37.03,74.06
532,240,1837,5718,1,72.87,72.87
533,240,1663,5718,2,75.4,150.8
534,240,510,5718,1,105.34,105.34
535,240,1135,5718,1,82.68,82.68
536,240,1613,5718,1,734.26,734.26
537,241,848,462,1,97.68,97.68
538,241,1557,462,1,75.93,75.93
539,241,1250,462,1,14.59,14.59
540,241,1667,462,1,38.11,38.11
541,242,701,2722,1,349.01,349.01
542,242,848,2722,1,97.68,97.68
543,243,787,4073,1,62.47,62.47
544,244,1810,9876,3,61.15,183.45
545,245,1120,3047,1,92.24,92.24
546,246,1951,4293,2,44.57,89.14
547,247,1745,2631,1,157.71,157.71
548,247,164,2631,2,60.85,121.7
549,247,1639,2631,1,253.6,253.6
550,248,40,7067,1,350.41,350.41
551,249,1222,2832,1,38.21,38.21
552,249,968,2832,1,133.34,133.34
553,249,110,2832,1,154.67,154.67
554,249,170,2832,1,20.19,20.19
555,250,1997,4102,3,106.67,320.01
556,251,256,8264,1,664.92,664.92
557,251,1629,8264,1,926.42,926.42
558,251,953,8264,1,163.08,163.08
559,251,409,8264,1,11.8,11.8
560,252,1329,3348,1,168.63,168.63
561,252,740,3348,3,73.39,220.17
562,252,149,3348,1,323.14,323.14
563,252,1839,3348,2,180.71,361.42
564,253,887,7023,1,670.63,670.63
565,253,261,7023,1,54.65,54.65
566,254,726,3587,2,109.92,219.84
567,254,191,3587,1,47.14,47.14
568,255,1000,3862,1,443.67,443.67
569,255,1331,3862,2,34.59,69.18
570,255,1619,3862,1,15.52,15.52
571,255,1397,3862,1,513.63,513.63
572,256,777,6956,2,27.19,54.38
573,256,1491,6956,2,153.2,306.4
574,257,767,2795,1,327.68,327.68
575,257,1819,2795,1,69.22,69.22
576,258,1812,7831,1,713.74,713.74
577,258,683,7831,3,15.22,45.66
578,259,892,4075,2,67.1,134.2
579,260,433,3912,2,5.28,10.56
580,260,812,3912,3,24.2,72.6
581,261,675,4977,3,192.22,576.66
582,261,1840,4977,1,567.39,567.39
583,262,48,9315,1,70.33,70.33
584,262,1228,9315,3,3.13,9.39
585,262,1696,9315,1,313.72,313.72
586,262,178,9315,1,145.19,145.19
587,263,1799,9534,1,20.77,20.77
588,264,649,2837,2,27.91,55.82
589,264,1370,2837,1,38.92,38.92
590,264,1794,2837,1,576.97,576.97
591,264,647,2837,3,26.05,78.15
592,264,1752,2837,3,412.8,1238.4
593,265,375,7023,2,21.73,43.46
594,266,573,8502,1,72.45,72.45
595,266,1359,8502,2,100.06,200.12
596,267,898,5153,1,116.26,116.26
597,267,1683,5153,1,71.52,71.52
598,267,1989,5153,1,61.57,61.57
599,267,750,5153,3,44.38,133.14
600,267,1212,5153,1,49.21,49.21
601,267,1947,5153,1,78.16,78.16
602,268,1423,5394,1,56.11,56.11
603,268,1726,5394,1,25.89,25.89
604,269,313,7667,1,70.39,70.39
605,269,580,7667,1,134.99,134.99
606,270,1724,3564,1,846.61,846.61
607,271,1175,3973,1,22.4,22.4
608,271,380,3973,2,148.33,296.66
609,271,1370,3973,1,38.92,38.92
610,272,631,5269,1,150.4,150.4
611,272,1872,5269,3,1217.83,3653.49
612,272,747,5269,1,126.37,126.37
613,273,953,7453,1,163.08,163.08
614,274,1433,3564,3,155.2,465.6
615,275,891,6699,1,29.68,29.68
616,275,729,6699,1,49.66,49.66
617,276,1800,2287,1,113.98,113.98
618,276,1951,2287,1,44.57,44.57
619,276,1981,2287,1,9.92,9.92
620,276,1069,2287,3,250.79,752.37
621,277,470,5096,1,59.91,59.91
622,277,294,5096,1,543.31,543.31
623,277,1991,5096,1,178.96,178.96
624,278,762,1355,1,185.46,185.46
625,278,1635,1355,1,207.67,207.67
626,278,642,1355,1,1816.28,1816.28
627,278,1104,1355,1,85.64,85.64
628,279,1217,7727,2,96.55,193.1
629,279,1386,7727,1,181.88,181.88
630,279,303,7727,1,1535.55,1535.55
631,279,152,7727,1,299.66,299.66
632,280,296,3514,1,21.18,21.18
633,281,1000,988,2,443.67,887.34
634,281,178,988,1,145.19,145.19
635,282,1013,510,2,1047.18,2094.36
636,283,578,5554,1,390.19,390.19
637,284,1886,4677,2,1325.06,2650.12
638,285,1984,610,1,84.86,84.86
639,285,742,610,1,3.69,3.69
640,285,1349,610,2,84.98,169.96
641,286,1176,8461,3,610.48,1831.44
642,287,839,7587,1,67.27,67.27
643,288,1182,3951,1,129.7,129.7
644,288,1114,3951,1,85.79,85.79
645,289,1583,9034,1,13.54,13.54
646,289,1213,9034,1,12.47,12.47
647,289,1925,9034,1,1340.76,1340.76
648,289,1057,9034,1,538.47,538.47
649,289,467,9034,1,712.19,712.19
650,289,12,9034,1,1299.71,1299.71
651,290,1181,2368,3,66.6,199.8
652,291,1388,7858,2,164.35,328.7
653,291,395,7858,1,56.04,56.04
654,291,87,7858,1,339.43,339.43
655,291,1441,7858,1,54.22,54.22
656,292,1584,7310,2,1.21,2.42
657,292,294,7310,1,543.31,543.31
658,292,1273,7310,1,9.74,9.74
659,292,1333,7310,1,25.77,25.77
660,293,657,1684,1,23.33,23.33
661,293,1142,1684,2,114.57,229.14
662,294,268,3889,1,253.41,253.41
663,294,1839,3889,3,180.71,542.13
664,294,1239,3889,2,15.79,31.58
665,295,910,7518,1,2337.85,2337.85
666,296,1359,2847,2,100.06,200.12
667,297,1975,6600,1,278.14,278.14
668,297,1308,6600,1,38.14,38.14
669,297,1248,6600,1,1233.14,1233.14
670,297,990,6600,1,66.52,66.52
671,298,1620,9474,1,39.96,39.96
672,298,14,9474,2,99.56,199.12
673,298,172,9474,2,53.8,107.6
674,299,317,7773,1,101.71,101.71
675,300,189,1813,1,4.19,4.19
676,300,925,1813,1,19.35,19.35
677,301,679,2528,2,496.78,993.56
678,301,1379,2528,3,61.86,185.58
679,301,1467,2528,1,342.98,342.98
680,302,1753,3744,1,165.03,165.03
681,302,1262,3744,1,229.68,229.68
682,303,1435,8037,1,36.92,36.92
683,303,1294,8037,3,45.66,136.98
684,304,1511,2381,1,52.29,52.29
685,304,1784,2381,1,219.72,219.72
686,304,1594,2381,1,83.76,83.76
687,304,1927,2381,1,32.11,32.11
688,304,1198,2381,1,58.11,58.11
689,305,1258,1432,3,97.42,292.26
690,306,1170,2575,3,30.76,92.28
691,306,99,2575,1,24.6,24.6
692,306,834,2575,1,479.8,479.8
693,306,1363,2575,1,13.6,13.6
694,306,722,2575,1,104.02,104.02
695,306,939,2575,1,42.57,42.57
696,307,1961,83,2,1038.94,2077.88
697,307,1287,83,1,126.29,126.29
698,308,752,6604,1,3.57,3.57
699,309,1500,5284,1,746.51,746.51
700,309,938,5284,1,83.52,83.52
701,309,284,5284,1,7.78,7.78
702,310,1550,3419,1,19.19,19.19
703,310,1645,3419,1,223.28,223.28
704,311,614,3527,1,135.38,135.38
705,311,1196,3527,1,283.47,283.47
706,311,1720,3527,2,6.69,13.38
707,311,1016,3527,1,542.86,542.86
708,311,1546,3527,2,100.3,200.6
709,312,294,3472,1,543.31,543.31
710,312,1640,3472,1,10.87,10.87
711,312,1245,3472,2,71.41,142.82
712,312,1973,3472,1,416.78,416.78
713,313,630,1204,3,104.55,313.65
714,314,1828,5797,1,54.83,54.83
