order_id,user_id,order_date,order_status,total_amount
140,8257,2024-10-01T22:36:05.189,cancelled,122.6
141,9725,2025-08-23T20:54:22.805,processing,515.89
142,6344,2024-10-26T11:57:46.018,cancelled,781.14
143,22,2024-09-26T05:12:38.790,completed,1097.97
144,6302,2024-01-20T03:08:16.918,shipped,71.52
145,9282,2024-01-23T13:20:49.368,shipped,271.52
146,4487,2024-12-16T10:45:18.613,processing,654.76
147,2779,2024-07-22T18:51:23.876,shipped,1854.44
148,5318,2025-10-04T12:24:51.518,returned,675.09
149,6981,2025-06-06T02:24:19.314,completed,373.82
150,668,2024-10-06T06:51:42.875,cancelled,266.04
151,6960,2025-01-27T10:09:36.513,processing,324.71
152,6228,2024-02-26T06:41:04.140,returned,1129.34
153,7261,2025-11-12T10:19:18.301,shipped,186.2
154,7064,2025-07-06T18:48:05.027,returned,26.49
155,476,2025-02-25T08:23:55.141,completed,142.27
156,4571,2024-07-08T17:17:05.312,returned,32.48
157,7924,2025-05-23T08:51:50.229,returned,698.45
158,4476,2025-10-25T14:07:57.653,shipped,404.45
159,4306,2024-04-29T17:41:32.861,shipped,387.23
160,6265,2024-04-18T06:28:43.676,shipped,105.34
161,1885,2025-01-14T02:24:04.527,processing,351.66
162,3794,2025-10-16T06:33:38.458,completed,4995.83
163,4111,2024-03-05T12:12:11.388,shipped,443.54
164,6977,2025-02-19T00:05:44.804,returned,415.45
165,4253,2025-05-20T10:23:25.925,cancelled,1109.33
166,3599,2024-08-30T07:55:27.386,completed,184.12
167,8017,2024-11-26T03:59:17.277,cancelled,96.97
168,5863,2024-11-27T13:40:23.550,returned,49.91
169,1205,2025-01-01T16:06:01.865,cancelled,462.02
170,3435,2025-03-25T16:57:46.064,returned,811.41
171,1678,2024-02-03T11:25:21.289,returned,31.72
172,9680,2025-01-30T16:25:47.074,cancelled,150.83
173,3834,2024-11-30T19:38:25.877,returned,906.18
174,7238,2025-07-04T11:36:47.946,cancelled,1043.9
175,2754,2024-03-12T12:29:05.206,processing,694.46
176,9063,2024-01-23T00:47:25.782,completed,566.87
177,2797,2024-01-18T21:25:02.048,completed,675.6
178,6485,2025-02-14T21:03:52.686,returned,215.91
179,987,2025-06-06T18:53:08.016,shipped,781.28
180,8002,2024-07-28T09:42:37.538,returned,802.3
181,6833,2024-06-19T01:56:31.374,completed,38.58
182,9225,2024-02-11T07:01:39.948,processing,246.7
183,6690,2024-09-18T06:38:11.100,cancelled,372.58
184,1541,2024-02-19T16:26:39.497,shipped,125.02
185,4717,2025-02-22T14:49:09.888,cancelled,394.93
186,4708,2025-09-14T07:45:42.312,completed,29.41
187,5772,2024-11-02T16:50:08.644,processing,534.92
188,5931,2024-10-31T21:12:12.667,returned,52.77
189,1604,2025-01-14T13:17:03.544,processing,1184.86
190,7885,2024-04-28T11:06:24.821,completed,333.28
191,3178,2024-03-07T15:48:49.209,cancelled,1345.24
192,9179,2024-07-15T20:29:49.491,shipped,173.94
193,6708,2024-11-25T02:18:55.690,processing,1248.13
194,6411,2025-08-02T13:02:52.166,returned,26.54
195,1418,2024-06-11T01:39:22.571,shipped,567.18
196,8992,2025-04-27T10:05:33.807,returned,35.46
197,2348,2024-09-26T19:01:30.041,shipped,26.54
198,5404,2025-07-07T17:14:24.313,cancelled,409.49
199,4163,2024-03-01T05:40:35.821,processing,897.79
200,7622,2025-04-09T04:47:34.122,returned,26.74
201,3830,2025-02-05T07:56:31.857,cancelled,72.87
202,3415,2024-10-12T22:49:38.309,cancelled,80.56
203,7282,2024-10-05T14:45:09.754,processing,232.98
204,4810,2025-05-11T07:07:02.676,completed,3590.85
205,6253,2024-10-21T09:55:15.997,shipped,98.6
206,8405,2024-11-21T01:44:30.658,processing,4116.65
207,6406,2024-03-13T00:52:11.091,shipped,173.81
208,8591,2024-09-01T08:23:10.545,shipped,119.52
209,1530,2025-08-28T23:34:00.055,completed,345.35
210,9826,2024-11-18T06:29:19.876,processing,881.99
211,6935,2025-10-24T15:19:59.323,processing,124.95
212,1613,2025-10-23T01:27:57.897,returned,504.42
213,8807,2024-11-10T05:29:11.525,returned,1205.79
214,6699,2025-01-19T10:28:14.776,completed,156.98
215,8741,2024-04-07T01:54:57.231,shipped,430.41
216,8467,2024-03-23T19:57:57.346,processing,195.45
217,8,2024-12-30T20:16:37.196,returned,1459.03
218,516,2025-07-01T09:45:16.185,cancelled,191.54
219,5698,2025-10-15T16:31:30.671,processing,1826.06
220,8072,2024-11-28T01:25:41.438,returned,5220.21
221,3022,2025-01-09T20:02:41.116,returned,1221.05
222,8552,2024-08-11T14:58:40.264,completed,119.3
223,8192,2024-08-03T01:38:57.007,completed,151.5
224,6811,2025-11-09T03:05:36.298,completed,160.9
225,7753,2024-02-28T05:02:17.957,completed,20.93
226,7095,2025-04-07T09:43:47.540,returned,428.1
227,2657,2024-02-02T17:11:34.228,cancelled,119.12
228,4618,2024-04-25T09:38:32.134,shipped,132.71
229,6051,2025-09-28T17:05:31.554,processing,96.44
230,3349,2024-06-17T05:45:15.131,shipped,73.31
231,6547,2025-04-27T07:05:27.773,returned,369.79
232,3029,2024-11-18T22:51:17.004,processing,120.02
233,9613,2025-09-14T01:57:57.439,cancelled,370.71
234,8714,2024-12-22T03:21:09.470,returned,122.01
235,8662,2024-12-29T00:52:39.942,returned,38.82
236,687,2024-03-19T13:36:09.746,processing,5.35
237,1094,2024-12-14T18:24:54.989,cancelled,923.63
238,9131,2024-03-01T00:28:55.389,completed,17.65
239,7463,2025-10-10T06:34:49.341,completed,74.06
240,5718,2024-05-31T13:33:38.382,completed,1145.95
241,462,2025-09-01T01:33:51.177,processing,226.31
242,2722,2024-04-20T09:31:55.116,completed,446.69
243,4073,2024-05-26T06:32:52.163,processing,62.47
244,9876,2025-02-26T16:05:54.896,processing,183.45
245,3047,2025-11-14T03:22:47.725,processing,92.24
246,4293,2024-05-18T17:11:20.748,shipped,89.14
247,2631,2024-03-09T18:55:55.012,processing,533.01
248,7067,2024-12-01T17:11:52.066,processing,350.41
249,2832,2025-06-21T14:34:28.934,completed,346.41
250,4102,2025-07-11T05:17:39.488,cancelled,320.01
251,8264,2025-11-02T06:27:11.744,cancelled,1766.22
252,3348,2024-08-25T04:23:39.682,processing,1073.36
253,7023,2024-10-15T08:56:19.568,cancelled,725.28
254,3587,2024-09-17T06:59:27.299,returned,266.98
255,3862,2024-05-22T12:28:39.561,shipped,1042
256,6956,2024-06-24T09:55:24.882,returned,360.78
257,2795,2025-04-28T04:17:54.496,cancelled,396.9
258,7831,2025-01-25T22:52:15.043,processing,759.4
259,4075,2025-09-26T08:09:09.263,returned,134.2
260,3912,2024-06-20T01:10:06.757,processing,83.16
261,4977,2025-04-25T16:35:37.006,completed,1144.05
262,9315,2024-05-20T10:32:03.781,completed,538.63
263,9534,2024-10-12T17:40:35.372,completed,20.77
264,2837,2024-11-06T06:18:56.799,returned,1988.26
265,7023,2024-04-25T16:31:19.603,shipped,43.46
266,8502,2024-03-10T16:51:05.691,completed,272.57
267,5153,2024-05-18T05:17:19.348,cancelled,509.86
268,5394,2025-08-08T19:26:22.925,returned,82
269,7667,2024-09-27T08:51:53.316,shipped,205.38
270,3564,2024-02-12T06:57:55.928,returned,846.61
271,3973,2024-06-02T05:34:54.843,shipped,357.98
272,5269,2024-05-04T17:33:24.227,completed,3930.26
273,7453,2025-03-04T11:21:54.409,completed,163.08
274,3564,2024-05-26T21:25:33.666,shipped,465.6
275,6699,2025-02-15T08:45:26.898,returned,79.34
276,2287,2024-12-03T18:58:17.342,cancelled,920.84
277,5096,2024-04-27T23:42:33.173,shipped,782.18
278,1355,2025-02-08T11:16:57.435,cancelled,2295.05
279,7727,2024-01-01T11:30:33.798,returned,2210.19
280,3514,2025-09-28T04:56:19.759,returned,21.18
281,988,2024-06-19T14:32:04.636,returned,1032.53
282,510,2025-03-30T09:02:10.385,returned,2094.36
283,5554,2025-10-14T20:06:42.088,shipped,390.19
284,4677,2025-08-31T05:39:54.963,cancelled,2650.12
285,610,2025-01-23T03:08:27.581,completed,258.51
286,8461,2025-01-09T21:37:15.203,cancelled,1831.44
287,7587,2024-06-11T22:58:04.856,completed,67.27
288,3951,2024-05-14T05:08:00.354,cancelled,215.49
289,9034,2024-02-15T06:42:03.044,returned,3917.14
290,2368,2024-02-24T05:23:57.163,returned,199.8
291,7858,2024-02-03T20:54:23.936,shipped,778.39
292,7310,2025-02-18T10:35:31.323,processing,581.24
293,1684,2024-10-17T10:10:52.434,cancelled,252.47
294,3889,2024-04-16T08:03:28.626,cancelled,827.12
295,7518,2025-09-01T13:59:40.942,cancelled,2337.85
296,2847,2025-04-04T21:00:50.022,processing,200.12
297,6600,2025-05-27T19:00:24.970,returned,1615.94
298,9474,2024-02-28T07:20:10.887,completed,346.68
299,7773,2025-02-01T00:23:58.572,shipped,101.71
300,1813,2025-04-15T23:27:29.483,completed,23.54
301,2528,2025-08-31T22:26:07.858,shipped,1522.12
302,3744,2025-10-08T21:51:41.347,cancelled,394.71
303,8037,2025-01-13T20:19:13.966,returned,173.9
304,2381,2024-03-14T23:07:55.165,cancelled,445.99
305,1432,2025-10-05T08:48:29.964,returned,292.26
306,2575,2025-06-24T10:05:15.231,shipped,756.87
307,83,2025-06-02T21:36:23.060,shipped,2204.17
308,6604,2024-10-03T05:35:54.061,completed,3.57
309,5284,2024-11-29T09:22:23.141,processing,837.81
310,3419,2024-07-24T16:29:18.878,returned,242.47
311,3527,2025-03-10T20:59:51.111,returned,1175.69
312,3472,2024-03-16T18:58:47.121,shipped,1113.78
313,1204,2024-07-04T06:55:05.895,completed,313.65
314,5797,2025-02-19T10:11:14.824,completed,54.83
315,1315,2024-08-22T05:28:13.210,shipped,633.59
316,494,2025-03-02T13:48:49.063,completed,2460.43
317,3924,2025-08-05T18:32:10.733,cancelled,42.36
318,8822,2024-11-09T14:10:49.491,processing,180.25
319,68,2025-08-08T18:30:15.482,processing,366.84
320,1309,2024-05-31T06:17:45.958,completed,438.46
321,6255,2024-05-22T03:29:56.062,completed,160.19
322,2806,2024-10-31T16:29:35.497,shipped,133.04
323,6255,2025-04-09T18:25:16.792,processing,917.02
324,7727,2025-01-10T20:02:34.325,returned,104.55
325,9808,2024-05-29T15:33:18.962,completed,9.1
326,6017,2024-04-22T21:05:27.238,shipped,543.39
327,6341,2024-10-04T15:23:39.002,cancelled,113.45
328,7930,2025-01-12T00:01:34.471,returned,45.67
329,8429,2024-10-01T23:38:56.449,cancelled,1594.59
330,5772,2024-03-24T02:49:15.159,completed,145.17
331,6201,2025-01-28T15:37:38.396,returned,238.04
332,6577,2025-09-09T14:35:48.521,completed,271.18
333,1355,2024-07-11T03:42:52.992,cancelled,65
334,1482,2024-03-21T11:32:18.478,completed,119.1
335,7872,2024-02-13T17:41:53.872,cancelled,177.48
336,2963,2024-09-23T02:45:03.315,cancelled,243.35
337,3950,2025-06-21T12:12:19.724,returned,264.65
338,7476,2024-01-07T13:51:40.563,completed,377.51
339,9267,2025-08-05T08:37:58.086,shipped,26.76
340,4737,2025-01-02T15:57:18.702,returned,369.28
341,9830,2024-05-02T20:46:47.163,shipped,1539.96
342,9497,2025-04-30T02:11:30.565,completed,1656.18
343,4252,2024-04-25T05:13:32.128,shipped,25.58
344,5422,2024-09-28T02:43:29.591,processing,142.17
345,3170,2024-10-15T22:45:22.972,completed,638.51
346,4683,2025-09-04T19:22:33.197,processing,741.03
347,7253,2024-11-19T03:10:25.425,returned,131.88
348,4629,2024-08-14T17:18:39.589,shipped,629.79
349,8969,2024-08-07T15:07:23.955,returned,1242.87
350,2862,2024-12-11T05:26:31.986,completed,73.64
351,9272,2025-06-21T02:18:23.779,processing,121.87
352,3130,2025-02-05T03:54:37.373,returned,237.79
353,7561,2024-10-09T02:34:42.057,returned,373.43
354,6192,2024-01-02T21:00:49.687,completed,97.47
355,8572,2025-06-20T06:12:16.416,cancelled,31.43
356,445,2025-05-19T22:37:33.824,cancelled,1407.61
357,9579,2024-05-20T13:20:41.302,cancelled,1315.5
358,5569,2024-10-24T09:03:50.549,shipped,702.9
359,4576,2025-10-04T06:48:59.961,shipped,45.07
360,7438,2024-06-21T08:25:40.013,returned,382.77
361,7884,2024-05-28T21:31:23.214,completed,654.1
362,4400,2025-06-06T17:42:40.286,cancelled,1932.49
363,296,2025-10-27T21:44:04.595,processing,39.34
364,2058,2025-05-14T20:52:44.619,returned,30.66
365,7974,2024-04-24T03:17:00.996,processing,1714.38
366,7551,2024-05-11T22:24:57.358,completed,125.92
367,8536,2025-02-08T21:08:23.558,returned,192.22
368,6186,2025-02-18T19:25:55.165,shipped,680.04
369,3898,2025-09-28T10:36:06.047,returned,338.49
370,3571,2024-03-04T18:29:11.879,processing,3716.4
371,9900,2025-07-28T08:15:31.422,completed,387.71
372,6358,2024-09-09T14:23:20.602,shipped,58.53
373,3243,2025-08-30T21:20:12.271,processing,1774.66
374,4922,2025-11-06T18:01:11.506,completed,1896.22
375,5524,2025-08-11T01:52:08.926,returned,65.31
376,6830,2024-12-02T10:22:33.021,shipped,758.64
377,3570,2024-02-26T08:30:54.294,processing,99.68
378,1322,2025-10-13T16:36:45.811,cancelled,178.31
379,566,2024-04-11T03:46:05.726,processing,407.14
380,6382,2024-10-09T03:37:02.130,completed,2688.09
381,206,2024-09-15T00:36:35.768,returned,1440.77
382,7177,2025-02-24T08:06:28.118,cancelled,240.66
383,4297,2024-09-25T04:00:33.961,returned,1333.52
384,7191,2024-07-11T18:27:09.828,processing,35.56
385,3716,2024-09-17T18:14:30.055,cancelled,369.96
386,1294,2024-05-02T23:16:04.654,cancelled,323.14
387,5535,2025-07-11T10:57:07.743,completed,742.73
388,2024,2024-08-21T01:00:14.173,processing,282.68
389,6374,2024-10-14T03:14:15.049,completed,1907.1
390,6881,2025-07-17T13:46:24.940,completed,5.35
391,6033,2024-03-17T07:16:43.138,returned,1145.97
392,8683,2025-02-19T05:54:55.197,cancelled,361.37
393,9235,2024-12-09T09:01:19.976,processing,1043.24
394,7144,2025-10-04T11:14:50.683,processing,637.38
395,9243,2024-01-25T01:02:26.468,processing,1508.35
396,8571,2025-07-14T22:16:05.318,returned,1706.08
397,1195,2024-12-02T21:29:38.948,processing,893.72
398,3287,2025-06-14T17:33:15.884,completed,415.95
399,8513,2025-09-24T13:47:17.252,returned,894.8
400,2183,2025-05-20T06:21:50.650,completed,186.14
401,5516,2024-02-09T08:28:56.267,returned,72.72
402,6071,2024-06-08T01:00:51.772,completed,39.02
403,965,2025-03-25T15:36:41.142,completed,271.98
404,1743,2024-05-22T05:42:05.855,cancelled,446.24
405,8444,2025-10-03T23:01:11.870,processing,7.85
406,5631,2024-02-22T16:49:14.345,returned,338.15
407,6627,2024-01-18T06:35:59.390,shipped,167.07
408,3348,2024-09-18T23:13:46.783,processing,610.25
409,4553,2025-04-23T12:43:27.118,processing,747.66
410,2684,2024-05-15T21:23:42.755,cancelled,1842.85
411,4928,2025-10-10T17:53:20.856,processing,108.26
412,7274,2024-11-26T23:01:05.548,completed,2799.7
413,2090,2025-03-25T14:50:35.436,returned,100.66
414,267,2025-10-23T13:44:10.453,cancelled,120.4
415,6705,2024-12-30T13:41:48.416,shipped,1993.95
416,5686,2024-04-08T10:07:56.438,returned,831.31
417,4032,2025-06-04T13:20:16.890,cancelled,1649.19
418,3487,2025-09-06T02:25:49.109,completed,2660.31
419,3451,2025-08-10T17:03:14.715,completed,1612.52
420,9528,2024-05-02T22:30:30.001,cancelled,260.59
421,4228,2025-06-09T11:25:02.906,completed,149.76
422,5524,2025-01-22T01:53:37.951,completed,279.09
423,1646,2025-10-23T23:42:26.425,shipped,4528.73
424,3529,2025-08-21T09:06:22.722,returned,2604.78
425,5354,2025-10-23T21:33:51.781,completed,891.49
426,496,2025-04-01T14:06:20.432,cancelled,76.86
427,7675,2024-12-31T12:41:56.862,completed,146.97
428,7743,2024-07-02T21:28:21.432,processing,654.96
429,2332,2024-02-05T04:35:49.423,processing,197.07
430,9863,2024-01-04T03:13:51.514,returned,104.88
431,9751,2024-04-01T18:50:34.247,returned,95.08
432,6937,2024-09-03T09:44:34.771,shipped,214.16
433,2515,2024-01-22T12:25:25.855,processing,166.64
434,8366,2024-07-01T15:06:48.222,processing,771.15
435,4544,2024-05-11T10:10:59.311,processing,882.32
436,6954,2024-07-14T09:07:17.312,processing,97.78
437,5848,2024-07-04T17:10:19.513,shipped,397.65
438,5632,2025-07-15T03:15:54.380,shipped,152.43
439,4476,2025-03-19T18:33:24.721,returned,71.91
440,5805,2024-12-10T17:26:12.519,processing,314.97
441,7493,2025-05-13T00:51:23.834,returned,765.03
442,9323,2025-09-28T01:45:55.978,processing,353.95
443,3237,2024-03-28T17:17:24.504,completed,105.24
444,5171,2025-10-05T05:51:43.267,processing,76.91
445,1212,2024-09-28T21:19:05.885,cancelled,119.88
446,1117,2024-05-27T06:17:23.196,shipped,2845.08
447,7100,2025-04-29T04:29:54.782,cancelled,179.27
448,6539,2025-10-30T01:41:16.987,processing,658.01
449,7270,2024-11-11T09:03:28.567,completed,1507.35
450,88,2025-06-06T04:18:30.963,cancelled,698.06
451,6290,2025-09-16T08:39:03.293,shipped,238.47
452,1153,2025-01-03T12:59:13.629,shipped,569.37
453,5828,2024-01-15T07:23:44.034,returned,570.1
454,3805,2025-08-02T00:20:36.373,processing,697.5
455,1468,2024-04-24T21:26:29.332,completed,460.66
456,6551,2025-11-14T18:05:38.833,shipped,131.77
457,8973,2025-08-21T05:52:57.826,returned,372.04
458,2802,2025-02-25T01:24:05.348,returned,79.08
459,9480,2025-06-17T08:42:41.159,processing,120.32
460,9545,2024-10-05T23:41:48.250,completed,74.41
461,292,2024-09-27T08:51:53.523,returned,545.8
462,6724,2024-09-16T06:38:56.406,cancelled,250.41
463,707,2024-03-18T11:50:49.845,cancelled,85.29
464,4855,2025-03-02T05:52:25.138,completed,1235.7
465,1679,2025-11-09T03:00:18.724,processing,930.12
466,1181,2025-06-16T06:30:27.849,completed,307.18
467,1736,2025-04-19T09:04:36.604,completed,463.05
468,4907,2024-10-28T22:45:57.219,completed,562.76
469,8966,2024-04-25T16:37:46.024,cancelled,369.8
470,4314,2024-05-30T00:06:59.871,completed,1602.7
471,1802,2024-04-23T00:00:00.582,processing,141.68
472,8860,2024-05-29T19:22:03.309,returned,63.33
473,9281,2024-12-30T02:49:55.130,cancelled,195.79
474,5682,2024-11-03T19:22:41.269,cancelled,70.28
475,5941,2024-11-02T05:18:49.933,completed,1290.86
476,4713,2025-10-21T14:04:02.986,returned,115.24
477,908,2025-11-12T05:41:09.409,shipped,148.16
478,9741,2025-02-07T04:59:55.183,processing,461.02
479,4486,2025-03-01T05:40:23.576,cancelled,953.03
480,1941,2024-02-08T20:39:46.631,cancelled,968.67
481,5427,2024-12-21T00:22:51.748,returned,139.45
482,952,2024-02-15T09:02:05.599,cancelled,257.01
483,410,2024-04-10T22:14:34.656,processing,86.86
484,8464,2024-09-05T19:16:25.730,returned,177.78
485,5342,2024-08-12T17:37:47.548,completed,45.1
486,8797,2025-08-15T21:12:54.527,cancelled,11.71
487,3145,2024-11-07T07:18:41.910,cancelled,326.89
488,8604,2025-01-24T15:53:18.129,returned,747.8
489,8490,2025-10-11T23:59:20.624,shipped,3584.82
490,6848,2024-09-04T18:04:04.429,cancelled,453.27
491,6170,2025-04-03T09:15:31.306,shipped,757.22
492,3775,2024-02-15T08:01:17.944,shipped,339.91
493,7738,2024-09-22T13:16:34.717,completed,918.96
494,9350,2024-07-17T21:37:31.637,cancelled,84.48
495,9689,2025-03-12T22:39:10.887,cancelled,849.35
496,8484,2025-05-10T12:33:11.776,completed,30.32
497,9036,2025-01-04T03:15:14.419,cancelled,780.81
498,1990,2024-12-29T03:17:14.091,returned,4068.17
499,3836,2024-01-17T14:33:26.964,cancelled,101.29
500,6698,2025-02-15T05:51:20.476,returned,514.21
501,3846,2024-02-05T14:06:49.568,cancelled,569.34
502,9340,2025-06-26T18:26:51.709,cancelled,130.31
503,7357,2024-01-21T20:11:11.887,processing,192.81
504,7866,2025-03-08T15:09:22.167,shipped,241.87
